id;parent_id;person_type;name;begin;end;wiki_url
de.05566088;de.05566;Stadt;Tecklenburg;;;Tecklenburg
de.05566092;de.05566;Gemeinde;Westerkappeln;;;Westerkappeln
de.05566096;de.05566;Gemeinde;Wettringen;;;Wettringen
de.05570001;de.05570;Kreisverwaltung;Warendorf;;;Kreisverwaltung_Warendorf
de.05570004;de.05570;Stadt;Ahlen;;;Ahlen
de.05570008;de.05570;Stadt;Beckum;;;Beckum
de.05570012;de.05570;Gemeinde;Beelen;;;Beelen
de.05570016;de.05570;Stadt;Drensteinfurt;;;Drensteinfurt
de.05570020;de.05570;Stadt;Ennigerloh;;;Ennigerloh
de.05570024;de.05570;Gemeinde;Everswinkel;;;Everswinkel
de.05570028;de.05570;Stadt;Oelde;;;Oelde
de.05570032;de.05570;Gemeinde;Ostbevern;;;Ostbevern
de.05570036;de.05570;Stadt;Sassenberg;;;Sassenberg
de.05570040;de.05570;Stadt;Sendenhorst;;;Sendenhorst
de.05570044;de.05570;Stadt;Telgte;;;Telgte
de.05570048;de.05570;Gemeinde;Wadersloh;;;Wadersloh
de.05570052;de.05570;Stadt;Warendorf;;;Warendorf
de.05600000;de.05;Landschaftsverband;Westfalen-Lippe;;;Landschaftsverband_Westfalen-Lippe
de.05711000;de.057;kreisfreie Stadt;Bielefeld;;;Bielefeld
de.05754001;de.05754;Kreisverwaltung;Gütersloh;;;Kreisverwaltung_Gütersloh
de.05754004;de.05754;Stadt;Borgholzhausen;;;Borgholzhausen
de.05754008;de.05754;Stadt;Gütersloh;;;Gütersloh
de.05754012;de.05754;Stadt;Halle (Westf.);;;Halle_(Westf.)
de.05754016;de.05754;Stadt;Harsewinkel;;;Harsewinkel
de.05754020;de.05754;Gemeinde;Herzebrock-Clarholz;;;Herzebrock-Clarholz
de.05754024;de.05754;Gemeinde;Langenberg;;;Langenberg
de.05754028;de.05754;Stadt;Rheda-Wiedenbrück;;;Rheda-Wiedenbrück
de.05754032;de.05754;Stadt;Rietberg;;;Rietberg
de.05754036;de.05754;Stadt;Schloß Holte-Stukenbrock;;;Schloß_Holte-Stukenbrock
de.05754040;de.05754;Gemeinde;Steinhagen;;;Steinhagen
de.05754044;de.05754;Stadt;Verl;;;Verl
de.05754048;de.05754;Stadt;Versmold;;;Versmold
de.05754052;de.05754;Stadt;Werther (Westf.);;;Werther_(Westf.)
de.05758001;de.05758;Kreisverwaltung;Herford;;;Kreisverwaltung_Herford
de.05758004;de.05758;Stadt;Bünde;;;Bünde
de.05758008;de.05758;Stadt;Enger;;;Enger
de.05758012;de.05758;Stadt;Herford;;;Herford
de.05758016;de.05758;Gemeinde;Hiddenhausen;;;Hiddenhausen
de.05758020;de.05758;Gemeinde;Kirchlengern;;;Kirchlengern
de.05758024;de.05758;Stadt;Löhne;;;Löhne
de.05758028;de.05758;Gemeinde;Rödinghausen;;;Rödinghausen
de.05758032;de.05758;Stadt;Spenge;;;Spenge
de.05758036;de.05758;Stadt;Vlotho;;;Vlotho
de.05762001;de.05762;Kreisverwaltung;Höxter;;;Kreisverwaltung_Höxter
de.05762004;de.05762;Stadt;Bad Driburg;;;Bad_Driburg
de.05762008;de.05762;Stadt;Beverungen;;;Beverungen
de.05762012;de.05762;Stadt;Borgentreich;;;Borgentreich
de.05762016;de.05762;Stadt;Brakel;;;Brakel
